watchlist_id,customer_id,content_id,added_at,is_watched
WL_0000042,CUST_000002,MOV_00466,2026-03-21,False
WL_0000043,CUST_000002,TVS_00073,2026-03-18,False
WL_0000044,CUST_000002,MOV_00194,2026-03-13,True
WL_0000045,CUST_000002,TVS_00194,2026-03-23,False
WL_0000046,CUST_000002,TVS_00017,2026-03-28,False
WL_0000047,CUST_000002,MOV_00046,2026-03-14,False
WL_0000048,CUST_000002,MOV_00246,2026-04-08,True
WL_0000049,CUST_000002,MOV_00245,2026-04-06,True
WL_0000050,CUST_000002,MOV_00176,2026-04-05,False
WL_0000051,CUST_000002,MOV_00194,2026-04-11,True
WL_0000052,CUST_000002,MOV_00345,2026-03-03,False
WL_0000053,CUST_000002,MOV_00064,2026-03-15,True
WL_0000054,CUST_000002,MOV_00076,2026-03-29,False
WL_0000055,CUST_000002,TVS_00054,2026-03-10,False
WL_0000056,CUST_000003,TVS_00148,2026-01-12,True
WL_0000057,CUST_000003,MOV_00390,2025-10-30,False
WL_0000058,CUST_000003,MOV_00244,2025-09-02,True
WL_0000059,CUST_000003,TVS_00082,2025-11-28,True
WL_0000060,CUST_000003,MOV_00257,2025-07-23,True
WL_0000061,CUST_000003,MOV_00218,2026-01-17,True
WL_0000062,CUST_000003,MOV_00333,2025-11-30,False
WL_0000063,CUST_000003,MOV_00446,2025-10-18,True
WL_0000064,CUST_000003,TVS_00135,2025-07-03,True
WL_0000065,CUST_000003,MOV_00392,2026-03-28,True
WL_0000066,CUST_000003,MOV_00452,2026-02-05,True
WL_0000067,CUST_000003,MOV_00174,2025-11-19,True
WL_0000068,CUST_000003,MOV_00387,2025-07-12,True
WL_0000069,CUST_000003,TVS_00151,2025-09-29,False
WL_0000070,CUST_000003,MOV_00252,2025-05-11,False
WL_0000071,CUST_000003,TVS_00175,2026-01-04,True
WL_0000072,CUST_000003,MOV_00262,2025-12-14,False
WL_0000073,CUST_000003,TVS_00054,2025-08-12,True
WL_0000074,CUST_000003,MOV_00132,2026-04-11,True
WL_0000075,CUST_000004,TVS_00166,2025-12-21,False
WL_0000076,CUST_000004,MOV_00479,2025-11-24,True
WL_0000077,CUST_000004,TVS_00168,2026-03-21,True
WL_0000078,CUST_000004,MOV_00270,2026-01-22,True
WL_0000079,CUST_000004,TVS_00117,2025-11-19,True
WL_0000080,CUST_000004,MOV_00282,2025-09-23,False
WL_0000081,CUST_000004,TVS_00022,2026-02-23,False
WL_0000082,CUST_000004,MOV_00498,2025-09-11,False
WL_0000083,CUST_000004,MOV_00030,2025-08-26,False
WL_0000084,CUST_000004,TVS_00068,2025-11-09,False
WL_0000085,CUST_000004,MOV_00191,2025-09-06,True
WL_0000086,CUST_000004,MOV_00043,2025-12-29,True
WL_0000087,CUST_000005,MOV_00366,2025-08-21,False
WL_0000088,CUST_000005,TVS_00008,2024-06-12,True
WL_0000089,CUST_000005,TVS_00125,2025-05-19,True
WL_0000090,CUST_000005,TVS_00182,2025-11-30,True
WL_0000091,CUST_000005,MOV_00025,2026-02-25,True
WL_0000092,CUST_000005,MOV_00002,2024-08-06,True
WL_0000093,CUST_000005,MOV_00146,2026-01-30,True
WL_0000094,CUST_000005,TVS_00196,2025-04-12,False
WL_0000095,CUST_000005,TVS_00032,2024-09-03,True
WL_0000096,CUST_000005,MOV_00246,2026-03-21,True
WL_0000097,CUST_000005,MOV_00246,2025-07-10,True
WL_0000098,CUST_000005,TVS_00131,2024-08-22,False
WL_0000099,CUST_000005,MOV_00052,2026-03-06,True
WL_0000100,CUST_000005,MOV_00047,2025-10-20,True
WL_0000101,CUST_000006,TVS_00058,2026-03-23,True
WL_0000102,CUST_000006,MOV_00192,2026-02-16,True
WL_0000103,CUST_000006,MOV_00344,2026-03-24,False
WL_0000104,CUST_000006,MOV_00214,2026-02-23,True
WL_0000105,CUST_000006,MOV_00193,2026-04-09,True
WL_0000106,CUST_000006,MOV_00031,2026-04-10,True
WL_0000107,CUST_000006,TVS_00163,2026-03-12,False
WL_0000108,CUST_000006,MOV_00366,2026-03-10,False
WL_0000109,CUST_000006,TVS_00105,2026-02-20,True
WL_0000110,CUST_000006,MOV_00443,2026-02-18,False
WL_0000111,CUST_000006,TVS_00050,2026-03-08,False
WL_0000112,CUST_000006,TVS_00007,2026-02-18,False
WL_0000113,CUST_000006,MOV_00125,2026-04-10,True
WL_0000114,CUST_000006,MOV_00438,2026-02-27,False
WL_0000115,CUST_000006,MOV_00359,2026-04-05,True
WL_0000116,CUST_000006,TVS_00163,2026-03-31,False
WL_0000117,CUST_000007,MOV_00229,2026-01-10,False
WL_0000118,CUST_000007,MOV_00106,2026-03-07,True
WL_0000119,CUST_000007,MOV_00033,2026-02-07,True
WL_0000120,CUST_000008,TVS_00072,2024-05-11,True
WL_0000121,CUST_000008,MOV_00119,2024-05-24,True
WL_0000122,CUST_000008,TVS_00052,2024-08-14,False
WL_0000123,CUST_000008,MOV_00270,2024-07-11,False
WL_0000124,CUST_000008,TVS_00174,2024-05-22,False
WL_0000125,CUST_000008,MOV_00375,2024-07-31,True
WL_0000126,CUST_000008,MOV_00096,2024-07-11,True
WL_0000127,CUST_000008,MOV_00468,2024-06-06,False
WL_0000128,CUST_000008,TVS_00125,2024-08-14,False
WL_0000129,CUST_000008,MOV_00142,2024-05-27,False
WL_0000130,CUST_000008,TVS_00113,2024-08-26,True
WL_0000131,CUST_000008,MOV_00193,2024-06-03,True
WL_0000132,CUST_000008,MOV_00150,2024-04-22,False
WL_0000133,CUST_000008,MOV_00226,2024-06-05,False
WL_0000134,CUST_000008,MOV_00292,2024-07-07,False
WL_0000135,CUST_000008,MOV_00181,2024-06-06,False
WL_0000136,CUST_000008,MOV_00215,2024-08-24,False
WL_0000137,CUST_000008,MOV_00478,2024-05-03,True
WL_0000138,CUST_000008,MOV_00470,2024-08-17,True
WL_0000139,CUST_000008,MOV_00405,2024-05-11,True
WL_0000140,CUST_000009,MOV_00431,2025-05-11,False
WL_0000141,CUST_000009,MOV_00155,2025-12-25,True
WL_0000142,CUST_000009,MOV_00007,2026-03-18,True
WL_0000143,CUST_000009,MOV_00292,2025-11-26,False
WL_0000144,CUST_000009,MOV_00121,2025-09-12,True
WL_0000145,CUST_000009,MOV_00152,2026-01-13,True
WL_0000146,CUST_000009,MOV_00131,2025-11-08,False
WL_0000147,CUST_000009,MOV_00211,2025-08-14,True
WL_0000148,CUST_000009,TVS_00088,2025-04-27,True
WL_0000149,CUST_000009,MOV_00045,2025-06-13,True
WL_0000150,CUST_000009,TVS_00132,2025-11-21,True
WL_0000151,CUST_000009,MOV_00090,2025-04-17,False
WL_0000152,CUST_000009,TVS_00131,2025-12-11,True
WL_0000153,CUST_000009,TVS_00163,2025-08-08,True
WL_0000154,CUST_000009,TVS_00075,2025-12-22,False
WL_0000155,CUST_000009,MOV_00466,2025-12-23,True
WL_0000156,CUST_000009,MOV_00164,2026-04-03,False
WL_0000157,CUST_000010,TVS_00065,2026-02-08,True
WL_0000158,CUST_000010,MOV_00492,2025-11-14,True
WL_0000159,CUST_000010,MOV_00080,2026-01-13,False
WL_0000160,CUST_000010,MOV_00299,2025-10-17,True
WL_0000161,CUST_000010,MOV_00433,2025-08-02,True
WL_0000162,CUST_000010,TVS_00107,2026-02-21,False
WL_0000163,CUST_000010,TVS_00022,2025-09-12,True
WL_0000164,CUST_000010,MOV_00000,2025-09-10,True
WL_0000165,CUST_000010,MOV_00309,2025-11-30,False
WL_0000166,CUST_000010,MOV_00124,2026-01-02,False
WL_0000167,CUST_000010,MOV_00331,2026-04-05,False
WL_0000168,CUST_000010,MOV_00407,2026-02-24,True
WL_0000169,CUST_000010,MOV_00444,2025-09-30,False
WL_0000170,CUST_000010,MOV_00089,2026-02-03,False
WL_0000171,CUST_000010,TVS_00007,2025-07-21,False
WL_0000172,CUST_000010,MOV_00092,2025-10-05,True
WL_0000173,CUST_000010,MOV_00472,2025-07-10,True
WL_0000174,CUST_000010,MOV_00444,2025-11-03,False
WL_0000175,CUST_000010,MOV_00008,2025-10-31,False
WL_0000176,CUST_000010,TVS_00174,2025-12-22,False
WL_0000177,CUST_000010,MOV_00244,2026-01-16,True
WL_0000178,CUST_000010,MOV_00175,2026-01-14,False
WL_0000179,CUST_000010,TVS_00022,2025-07-18,True
WL_0000180,CUST_000010,MOV_00104,2026-02-06,True
WL_0000181,CUST_000011,TVS_00150,2024-12-24,True
WL_0000182,CUST_000011,MOV_00196,2024-09-02,False
WL_0000183,CUST_000011,MOV_00499,2025-09-09,False
WL_0000184,CUST_000011,MOV_00094,2025-09-19,False
WL_0000185,CUST_000011,TVS_00195,2025-10-07,False
WL_0000186,CUST_000011,MOV_00483,2026-02-01,True
WL_0000187,CUST_000011,MOV_00009,2025-05-08,False
WL_0000188,CUST_000011,TVS_00085,2024-09-19,True
WL_0000189,CUST_000011,MOV_00432,2025-09-02,True
WL_0000190,CUST_000011,TVS_00002,2025-10-04,True
WL_0000191,CUST_000011,MOV_00300,2025-08-02,False
WL_0000192,CUST_000011,MOV_00322,2025-08-12,True
WL_0000193,CUST_000011,MOV_00409,2024-07-04,True
WL_0000194,CUST_000011,MOV_00466,2024-10-12,True
WL_0000195,CUST_000011,MOV_00466,2025-04-11,False
WL_0000196,CUST_000011,MOV_00295,2024-08-19,True
WL_0000197,CUST_000011,TVS_00154,2025-06-09,True
WL_0000198,CUST_000011,MOV_00272,2025-01-26,True
WL_0000199,CUST_000011,TVS_00141,2025-10-20,True
WL_0000200,CUST_000012,TVS_00117,2026-09-08,False
WL_0000201,CUST_000012,TVS_00024,2026-09-29,False
WL_0000202,CUST_000012,MOV_00025,2026-12-28,True
WL_0000203,CUST_000012,TVS_00142,2026-07-06,False
WL_0000204,CUST_000012,MOV_00499,2026-03-06,True
WL_0000205,CUST_000012,TVS_00062,2026-12-02,True
WL_0000206,CUST_000012,TVS_00013,2026-03-23,True
WL_0000207,CUST_000012,MOV_00431,2026-11-02,False
WL_0000208,CUST_000012,TVS_00018,2026-08-30,False
WL_0000209,CUST_000012,TVS_00012,2026-10-07,False
WL_0000210,CUST_000012,MOV_00434,2026-06-24,False
WL_0000211,CUST_000012,MOV_00144,2026-06-23,False
WL_0000212,CUST_000012,MOV_00316,2026-10-03,False
WL_0000213,CUST_000012,MOV_00113,2026-04-24,False
WL_0000214,CUST_000012,MOV_00141,2026-11-04,True
WL_0000215,CUST_000012,MOV_00145,2026-10-25,True
WL_0000216,CUST_000012,TVS_00199,2026-09-18,True
WL_0000217,CUST_000012,MOV_00348,2026-11-24,True
WL_0000218,CUST_000012,TVS_00161,2026-04-30,False
WL_0000219,CUST_000012,MOV_00347,2026-09-07,True
WL_0000220,CUST_000012,MOV_00196,2026-05-10,False
WL_0000221,CUST_000012,MOV_00431,2026-12-24,True
WL_0000222,CUST_000013,TVS_00006,2024-10-21,False
WL_0000223,CUST_000013,MOV_00253,2025-08-08,True
WL_0000224,CUST_000013,MOV_00208,2024-08-08,False
WL_0000225,CUST_000013,MOV_00415,2025-07-25,True
WL_0000226,CUST_000013,MOV_00095,2024-11-02,True
WL_0000227,CUST_000013,MOV_00113,2025-11-14,False
WL_0000228,CUST_000013,MOV_00020,2025-09-23,False
WL_0000229,CUST_000013,TVS_00003,2024-09-15,False
WL_0000230,CUST_000013,TVS_00130,2026-03-28,False
WL_0000231,CUST_000013,TVS_00167,2024-07-22,True
WL_0000232,CUST_000013,MOV_00120,2025-12-14,False
WL_0000233,CUST_000013,MOV_00295,2025-10-17,False
WL_0000234,CUST_000013,TVS_00070,2026-02-16,True
WL_0000235,CUST_000013,MOV_00319,2025-01-04,True
WL_0000236,CUST_000013,MOV_00406,2025-07-31,True
WL_0000237,CUST_000013,MOV_00273,2024-11-21,True
WL_0000238,CUST_000014,TVS_00016,2025-10-04,False
WL_0000239,CUST_000014,MOV_00034,2024-12-09,True
WL_0000240,CUST_000014,MOV_00130,2025-09-03,True
WL_0000241,CUST_000014,MOV_00375,2025-06-01,False
WL_0000242,CUST_000014,MOV_00375,2025-06-14,True
WL_0000243,CUST_000014,MOV_00447,2025-07-18,True
WL_0000244,CUST_000014,TVS_00186,2026-03-27,True
WL_0000245,CUST_000014,MOV_00000,2025-05-18,True
WL_0000246,CUST_000014,TVS_00156,2024-11-20,True
WL_0000247,CUST_000014,MOV_00439,2026-03-29,False
WL_0000248,CUST_000014,MOV_00154,2025-06-05,True
WL_0000249,CUST_000014,MOV_00444,2025-09-14,True
WL_0000250,CUST_000014,MOV_00409,2026-04-11,False
WL_0000251,CUST_000014,MOV_00087,2024-06-24,True
WL_0000252,CUST_000014,MOV_00440,2025-04-05,False
WL_0000253,CUST_000014,MOV_00299,2025-04-12,False
WL_0000254,CUST_000014,MOV_00375,2025-03-06,False
WL_0000255,CUST_000014,MOV_00085,2026-03-12,True
WL_0000256,CUST_000014,MOV_00172,2025-03-19,True
WL_0000257,CUST_000014,TVS_00138,2025-05-25,True
WL_0000258,CUST_000014,MOV_00268,2026-02-21,False
WL_0000259,CUST_000014,TVS_00082,2024-08-30,False
WL_0000260,CUST_000014,MOV_00173,2025-05-17,False
WL_0000261,CUST_000014,MOV_00053,2024-11-06,True
WL_0000262,CUST_000015,MOV_00384,2025-03-17,True
WL_0000263,CUST_000015,MOV_00384,2024-07-17,True
WL_0000264,CUST_000015,MOV_00248,2025-05-13,True
WL_0000265,CUST_000015,MOV_00167,2026-02-25,True
WL_0000266,CUST_000015,TVS_00150,2024-09-26,True
WL_0000267,CUST_000015,MOV_00477,2026-02-21,False
WL_0000268,CUST_000015,MOV_00474,2024-11-15,True
WL_0000269,CUST_000015,MOV_00293,2024-07-05,True
WL_0000270,CUST_000015,MOV_00416,2026-04-07,False
WL_0000271,CUST_000015,TVS_00098,2025-11-11,True
WL_0000272,CUST_000015,TVS_00096,2024-06-20,False
WL_0000273,CUST_000015,MOV_00012,2025-12-14,True
WL_0000274,CUST_000015,TVS_00022,2025-01-07,True
WL_0000275,CUST_000015,TVS_00125,2024-06-20,False
WL_0000276,CUST_000015,MOV_00195,2026-01-16,True
WL_0000277,CUST_000015,TVS_00034,2024-11-23,True
WL_0000278,CUST_000015,MOV_00104,2024-11-30,True
WL_0000279,CUST_000015,MOV_00293,2025-01-07,True
WL_0000280,CUST_000015,MOV_00446,2025-05-05,True
WL_0000281,CUST_000015,MOV_00251,2025-11-05,False
WL_0000282,CUST_000015,TVS_00025,2025-07-10,False
WL_0000283,CUST_000015,MOV_00269,2026-03-23,True
WL_0000284,CUST_000015,MOV_00121,2024-11-09,False
WL_0000285,CUST_000015,TVS_00169,2024-06-24,True
WL_0000286,CUST_000015,MOV_00161,2024-10-31,True
WL_0000287,CUST_000016,MOV_00119,2025-03-01,False
WL_0000288,CUST_000016,MOV_00206,2025-04-16,False
WL_0000289,CUST_000016,TVS_00195,2025-04-27,True
WL_0000290,CUST_000016,MOV_00230,2025-09-19,True
WL_0000291,CUST_000016,MOV_00055,2026-03-14,True
WL_0000292,CUST_000017,TVS_00168,2025-10-27,True
WL_0000293,CUST_000017,MOV_00221,2026-02-18,False
WL_0000294,CUST_000017,MOV_00160,2025-12-28,False
WL_0000295,CUST_000017,TVS_00058,2025-12-27,True
WL_0000296,CUST_000017,TVS_00168,2026-02-17,True
WL_0000297,CUST_000018,MOV_00095,2025-12-14,True
WL_0000298,CUST_000018,TVS_00006,2025-12-01,False
WL_0000299,CUST_000018,MOV_00163,2025-12-07,False
WL_0000300,CUST_000018,TVS_00017,2025-09-06,False
WL_0000301,CUST_000018,MOV_00465,2025-12-06,True
WL_0000302,CUST_000018,MOV_00273,2025-10-29,False
WL_0000303,CUST_000018,TVS_00167,2025-11-09,True
WL_0000304,CUST_000018,TVS_00104,2025-12-25,False
WL_0000305,CUST_000018,MOV_00382,2025-08-26,True
WL_0000306,CUST_000018,MOV_00254,2025-12-13,True
WL_0000307,CUST_000018,MOV_00077,2026-01-01,False
WL_0000308,CUST_000018,MOV_00223,2025-10-17,False
WL_0000309,CUST_000018,MOV_00052,2025-10-27,True
WL_0000310,CUST_000018,MOV_00453,2025-12-28,True
WL_0000311,CUST_000018,MOV_00389,2025-08-30,True
WL_0000312,CUST_000018,TVS_00105,2025-09-20,True
WL_0000313,CUST_000018,MOV_00282,2025-11-20,False
WL_0000314,CUST_000018,TVS_00131,2025-12-21,False
WL_0000315,CUST_000019,TVS_00135,2026-02-16,True
WL_0000316,CUST_000019,MOV_00193,2025-07-06,True
WL_0000317,CUST_000019,MOV_00297,2025-09-01,True
WL_0000318,CUST_000019,TVS_00149,2026-01-24,True
WL_0000319,CUST_000019,MOV_00065,2025-12-27,True
WL_0000320,CUST_000019,MOV_00005,2026-03-15,False
WL_0000321,CUST_000019,TVS_00173,2025-07-06,False
WL_0000322,CUST_000019,TVS_00060,2025-08-24,True
WL_0000323,CUST_000019,TVS_00135,2025-10-11,False
WL_0000324,CUST_000019,MOV_00245,2025-10-24,True
WL_0000325,CUST_000019,MOV_00308,2026-02-08,False
WL_0000326,CUST_000019,MOV_00456,2025-08-30,True
WL_0000327,CUST_000019,MOV_00308,2025-12-03,False
WL_0000328,CUST_000020,MOV_00402,2026-02-28,True
WL_0000329,CUST_000020,TVS_00056,2025-07-01,True
WL_0000330,CUST_000020,MOV_00258,2025-06-03,True
WL_0000331,CUST_000021,MOV_00027,2025-08-11,True
WL_0000332,CUST_000021,MOV_00254,2026-02-17,True
WL_0000333,CUST_000021,MOV_00059,2025-05-08,True
WL_0000334,CUST_000021,MOV_00457,2025-10-24,True
WL_0000335,CUST_000021,MOV_00233,2025-05-05,True
WL_0000336,CUST_000021,MOV_00050,2025-11-23,False
WL_0000337,CUST_000021,TVS_00177,2025-04-29,True
WL_0000338,CUST_000021,MOV_00040,2025-12-05,False
WL_0000339,CUST_000022,TVS_00177,2025-12-27,True
WL_0000340,CUST_000022,MOV_00030,2026-02-08,False
WL_0000341,CUST_000022,TVS_00034,2026-04-09,False
WL_0000342,CUST_000023,MOV_00336,2026-01-13,False
WL_0000343,CUST_000023,TVS_00068,2026-01-11,False
WL_0000344,CUST_000023,MOV_00266,2026-03-10,False
WL_0000345,CUST_000023,MOV_00122,2026-01-11,False
WL_0000346,CUST_000023,MOV_00266,2026-03-09,False
WL_0000347,CUST_000023,MOV_00282,2026-04-16,False
WL_0000348,CUST_000023,TVS_00000,2026-01-06,False
WL_0000349,CUST_000023,MOV_00012,2026-02-01,False
WL_0000350,CUST_000023,TVS_00156,2026-02-24,True
WL_0000351,CUST_000023,MOV_00044,2026-02-12,True
WL_0000352,CUST_000024,MOV_00493,2025-09-27,True
WL_0000353,CUST_000024,MOV_00078,2024-12-11,True
WL_0000354,CUST_000024,MOV_00465,2025-09-23,True
WL_0000355,CUST_000024,MOV_00014,2024-11-13,True
WL_0000356,CUST_000024,MOV_00373,2024-12-21,False
WL_0000357,CUST_000024,TVS_00138,2024-08-31,False
WL_0000358,CUST_000024,MOV_00032,2024-08-31,True
WL_0000359,CUST_000024,MOV_00346,2024-12-09,True
WL_0000360,CUST_000024,MOV_00498,2025-12-21,False
WL_0000361,CUST_000024,MOV_00401,2025-02-20,True
WL_0000362,CUST_000024,MOV_00317,2024-11-21,True
WL_0000363,CUST_000024,MOV_00369,2024-08-27,False
WL_0000364,CUST_000025,MOV_00062,2026-04-04,False
WL_0000365,CUST_000025,MOV_00107,2026-03-04,True
WL_0000366,CUST_000025,MOV_00305,2026-01-27,False
WL_0000367,CUST_000025,MOV_00313,2025-12-09,True
WL_0000368,CUST_000025,MOV_00034,2026-03-31,True
WL_0000369,CUST_000025,MOV_00439,2026-02-08,False
WL_0000370,CUST_000025,MOV_00095,2026-02-16,True
WL_0000371,CUST_000025,MOV_00106,2026-03-22,False
WL_0000372,CUST_000025,TVS_00174,2026-04-03,True
WL_0000373,CUST_000025,MOV_00445,2025-12-02,True
WL_0000374,CUST_000025,MOV_00313,2025-10-29,True
WL_0000375,CUST_000025,MOV_00004,2026-01-28,True
WL_0000376,CUST_000025,MOV_00124,2026-02-28,True
WL_0000377,CUST_000025,TVS_00154,2026-01-05,True
WL_0000378,CUST_000025,TVS_00030,2026-03-31,True
WL_0000379,CUST_000025,MOV_00271,2025-12-10,True
WL_0000380,CUST_000025,MOV_00488,2025-11-06,True
WL_0000381,CUST_000025,TVS_00181,2026-02-22,True
WL_0000382,CUST_000025,MOV_00374,2026-01-13,True
WL_0000383,CUST_000025,TVS_00147,2026-03-26,False
WL_0000384,CUST_000026,MOV_00175,2026-03-21,True
WL_0000385,CUST_000026,MOV_00184,2025-11-18,True
WL_0000386,CUST_000026,MOV_00252,2025-08-02,False
WL_0000387,CUST_000026,MOV_00320,2025-10-26,True
WL_0000388,CUST_000026,MOV_00366,2026-02-27,False
WL_0000389,CUST_000026,MOV_00356,2026-01-11,True
WL_0000390,CUST_000026,TVS_00109,2025-04-09,False
WL_0000391,CUST_000026,MOV_00175,2026-01-14,True
WL_0000392,CUST_000026,TVS_00108,2026-02-21,True
WL_0000393,CUST_000026,MOV_00304,2025-06-03,False
WL_0000394,CUST_000026,TVS_00144,2025-07-14,True
WL_0000395,CUST_000027,MOV_00416,2024-12-17,True
WL_0000396,CUST_000027,MOV_00094,2025-03-21,False
WL_0000397,CUST_000027,TVS_00199,2025-01-17,False
WL_0000398,CUST_000027,MOV_00110,2025-09-11,True
WL_0000399,CUST_000027,MOV_00142,2025-08-10,False
WL_0000400,CUST_000027,MOV_00483,2024-10-20,False
WL_0000401,CUST_000027,MOV_00069,2026-02-28,False
WL_0000402,CUST_000027,MOV_00401,2024-09-13,True
WL_0000403,CUST_000027,MOV_00448,2025-09-13,True
WL_0000404,CUST_000027,MOV_00342,2025-12-20,True
WL_0000405,CUST_000028,TVS_00197,2024-06-19,False
WL_0000406,CUST_000028,MOV_00313,2025-04-03,False
WL_0000407,CUST_000028,MOV_00172,2025-11-25,True
WL_0000408,CUST_000028,MOV_00024,2025-01-09,True
WL_0000409,CUST_000028,MOV_00223,2026-01-07,True
WL_0000410,CUST_000028,TVS_00147,2024-07-01,True
WL_0000411,CUST_000028,MOV_00354,2026-02-08,False
WL_0000412,CUST_000028,MOV_00403,2024-10-08,False
WL_0000413,CUST_000028,MOV_00053,2026-04-05,False
WL_0000414,CUST_000028,MOV_00383,2025-06-16,True
WL_0000415,CUST_000028,MOV_00152,2025-06-18,False
WL_0000416,CUST_000028,TVS_00107,2026-04-06,False
WL_0000417,CUST_000028,MOV_00019,2025-03-01,False
WL_0000418,CUST_000028,MOV_00304,2026-03-01,True
WL_0000419,CUST_000028,MOV_00119,2024-07-22,False
WL_0000420,CUST_000028,TVS_00068,2025-06-19,False
WL_0000421,CUST_000028,TVS_00000,2025-11-29,True
WL_0000422,CUST_000028,MOV_00339,2025-12-19,True
WL_0000423,CUST_000028,MOV_00456,2026-02-07,False
WL_0000424,CUST_000028,TVS_00029,2025-01-29,True
WL_0000425,CUST_000029,MOV_00079,2026-03-19,False
WL_0000426,CUST_000029,MOV_00169,2026-02-14,True
WL_0000427,CUST_000029,TVS_00057,2026-02-23,True
WL_0000428,CUST_000029,TVS_00096,2026-03-17,False
WL_0000429,CUST_000029,TVS_00196,2026-04-02,False
WL_0000430,CUST_000029,MOV_00472,2026-02-07,True
WL_0000431,CUST_000030,TVS_00146,2026-10-06,True
WL_0000432,CUST_000030,MOV_00132,2026-01-05,False
WL_0000433,CUST_000030,MOV_00363,2026-08-24,False
WL_0000434,CUST_000030,MOV_00409,2026-06-12,True
WL_0000435,CUST_000030,TVS_00124,2026-01-15,True
WL_0000436,CUST_000030,TVS_00080,2026-03-13,True
WL_0000437,CUST_000030,MOV_00377,2026-11-29,False
WL_0000438,CUST_000030,MOV_00416,2026-08-20,True
WL_0000439,CUST_000030,MOV_00212,2026-10-12,False
WL_0000440,CUST_000030,MOV_00117,2026-03-11,False
WL_0000441,CUST_000030,MOV_00150,2026-08-09,False
WL_0000442,CUST_000030,MOV_00414,2026-07-03,True
WL_0000443,CUST_000030,TVS_00183,2026-02-26,True
WL_0000444,CUST_000030,MOV_00188,2026-03-15,True
WL_0000445,CUST_000031,MOV_00015,2026-01-23,False
WL_0000446,CUST_000031,MOV_00174,2025-08-05,True
WL_0000447,CUST_000031,TVS_00086,2025-12-23,True
WL_0000448,CUST_000032,MOV_00462,2025-09-25,True
WL_0000449,CUST_000032,MOV_00447,2025-08-29,True
WL_0000450,CUST_000032,TVS_00199,2025-11-24,True
WL_0000451,CUST_000032,MOV_00392,2025-08-31,True
WL_0000452,CUST_000032,TVS_00126,2025-10-20,False
WL_0000453,CUST_000032,TVS_00142,2026-01-12,True
WL_0000454,CUST_000033,MOV_00439,2024-09-16,False
WL_0000455,CUST_000033,TVS_00097,2024-05-26,False
WL_0000456,CUST_000033,TVS_00103,2025-04-11,False
WL_0000457,CUST_000033,MOV_00393,2025-12-27,True
WL_0000458,CUST_000033,MOV_00488,2025-06-19,True
WL_0000459,CUST_000033,MOV_00467,2025-03-06,True
WL_0000460,CUST_000033,TVS_00142,2025-08-25,True
WL_0000461,CUST_000033,MOV_00348,2026-01-08,False
WL_0000462,CUST_000033,MOV_00454,2024-07-03,False
WL_0000463,CUST_000033,MOV_00319,2025-11-15,False
WL_0000464,CUST_000033,TVS_00103,2025-06-18,False
WL_0000465,CUST_000033,TVS_00104,2025-01-02,True
