ticket_id,customer_id,category,channel,created_at,resolution_time_hours,is_resolved,sentiment_score
TKT_512B3DF6,CUST_000810,content,email,2025-06-29 00:37:54,58.0,True,-0.27
TKT_73BD674A,CUST_000498,technical,chat,2025-05-19 09:38:22,42.9,False,-0.56
TKT_627EB0F7,CUST_000236,technical,email,2026-01-15 17:45:16,5.0,True,0.24
TKT_66ACED1C,CUST_000055,account,chat,2025-10-31 09:31:57,24.9,True,-0.5
TKT_3CA31907,CUST_000404,billing,phone,2024-08-27 13:58:14,46.6,True,-0.9
TKT_9006D60A,CUST_000370,technical,chat,2025-10-01 20:10:27,21.1,False,-0.11
TKT_B4C89AE9,CUST_000831,content,email,2025-03-03 19:24:05,3.4,True,-0.56
TKT_3E960AE0,CUST_000118,technical,chat,2025-12-04 06:42:54,20.2,True,-0.19
TKT_3D785CCD,CUST_000071,content,chat,2025-03-04 22:33:28,32.4,True,0.34
TKT_DDD69B73,CUST_000354,account,phone,2026-01-22 17:10:06,29.0,True,0.86
TKT_B7A66E29,CUST_000497,account,phone,2025-08-28 09:59:40,58.5,True,0.12
TKT_641009FB,CUST_000562,content,phone,2026-01-18 14:15:43,50.3,True,-0.17
TKT_2336BF70,CUST_000438,technical,chat,2026-02-20 03:23:23,3.6,True,0.82
TKT_B83CEAD7,CUST_000237,account,chat,2025-10-19 06:55:17,16.8,True,0.71
TKT_E7C8A0D2,CUST_000303,billing,email,2026-04-08 18:18:10,12.4,True,-0.36
TKT_F237A5D0,CUST_000990,content,chat,2025-07-03 12:08:45,7.1,True,-0.97
TKT_B5D5B693,CUST_000739,content,email,2026-01-09 05:53:14,40.9,True,0.89
TKT_7D0C3963,CUST_000440,account,phone,2024-11-18 09:27:28,6.0,True,0.15
TKT_07872053,CUST_000327,technical,phone,2026-04-06 09:43:56,54.8,True,-0.17
TKT_E4BBDFD6,CUST_000688,content,email,2026-04-06 06:00:10,58.4,True,-0.1
TKT_22737D36,CUST_000317,technical,chat,2025-04-14 21:40:38,9.6,True,0.61
TKT_00AEEE94,CUST_000578,account,chat,2025-10-26 17:36:30,8.9,True,-0.88
TKT_4EDBF958,CUST_000786,technical,email,2025-10-01 05:37:41,55.9,True,-0.31
TKT_DBCD0517,CUST_000177,billing,email,2025-08-16 00:10:14,25.5,True,-0.76
TKT_A65C6CB4,CUST_000534,account,email,2026-03-27 16:23:37,35.0,True,0.57
TKT_87982FC9,CUST_000915,billing,email,2026-03-17 05:56:25,11.9,False,-0.22
TKT_D04519EC,CUST_000645,account,chat,2026-01-25 21:19:49,39.2,True,-0.39
TKT_4B3B8350,CUST_000510,content,phone,2025-10-02 13:57:04,66.6,True,-0.68
TKT_AA152561,CUST_000728,billing,chat,2026-01-21 19:38:25,49.8,True,0.15
TKT_32FED6DA,CUST_000371,technical,email,2025-01-15 21:00:25,2.5,True,-0.45
TKT_DCB5F2E5,CUST_000763,technical,phone,2024-06-02 19:00:41,19.9,True,0.39
TKT_18B00FF5,CUST_000810,billing,chat,2024-09-12 00:44:32,26.9,True,-0.46
TKT_C88F68F2,CUST_000643,billing,email,2026-01-31 19:09:37,34.9,False,0.77
TKT_F14ADC18,CUST_000385,technical,chat,2026-01-27 13:47:16,12.2,True,-0.61
TKT_AB0362A0,CUST_000997,billing,email,2025-04-26 01:12:18,21.8,True,0.26
TKT_0577DF27,CUST_000507,account,email,2025-09-27 23:33:19,66.3,True,-0.16
TKT_A4084465,CUST_000333,technical,chat,2026-04-09 06:36:00,9.4,True,-0.88
TKT_91E2174D,CUST_000073,content,phone,2025-09-23 14:32:34,50.5,True,-0.35
TKT_AE877EA7,CUST_000813,content,chat,2025-07-17 15:33:03,43.6,True,-0.81
TKT_038DD32B,CUST_000778,content,email,2025-12-23 09:16:14,41.0,True,0.25
TKT_93FCE42F,CUST_000568,billing,chat,2025-03-31 00:20:11,71.2,True,0.74
TKT_C8B7FD27,CUST_000350,account,phone,2025-12-11 23:29:01,44.2,False,-0.36
TKT_D361EF6E,CUST_000026,content,chat,2025-04-19 04:12:34,13.8,True,-0.95
TKT_AFE802F6,CUST_000469,billing,phone,2024-09-30 16:04:35,16.8,True,-0.09
TKT_04A5A5AA,CUST_000951,technical,email,2026-04-03 04:19:22,45.5,True,0.69
TKT_C4293A1A,CUST_000562,billing,chat,2026-03-24 07:52:07,1.8,False,0.92
TKT_EFE2941D,CUST_000992,technical,phone,2024-10-30 03:15:05,67.8,True,0.84
TKT_4D6C00F7,CUST_000735,content,email,2025-06-01 19:10:12,2.8,True,-0.58
TKT_92AEE9DE,CUST_000952,account,chat,2025-04-17 13:57:24,14.7,True,-0.96
TKT_247E6838,CUST_000456,billing,chat,2025-11-15 05:09:15,61.2,True,-0.12
TKT_8BC7275A,CUST_000400,content,email,2025-11-12 09:21:06,31.7,False,-0.66
TKT_200B9B11,CUST_000294,billing,email,2025-09-01 11:25:27,43.5,True,0.04
TKT_8777DC87,CUST_000091,account,phone,2025-06-05 23:52:54,52.6,True,0.47
TKT_AC59A092,CUST_000563,billing,phone,2025-10-20 12:13:18,23.0,True,0.68
TKT_E3FCDB55,CUST_000033,technical,phone,2024-09-07 12:47:32,68.0,True,-0.81
TKT_91D1672B,CUST_000905,account,email,2025-08-07 11:37:29,44.3,True,-0.94
TKT_8B603C72,CUST_000176,account,chat,2025-10-01 19:12:04,65.3,False,0.63
TKT_4B091692,CUST_000472,account,chat,2026-01-26 18:53:36,6.9,False,-0.72
TKT_51FCDFE6,CUST_000326,account,email,2025-10-16 13:55:08,59.7,True,-0.52
TKT_D55F9219,CUST_000702,content,phone,2025-02-17 13:10:58,26.7,True,-0.87
TKT_A859474A,CUST_000540,account,phone,2025-09-01 07:21:23,37.9,True,-0.56
TKT_88E4191E,CUST_000456,account,chat,2025-12-15 17:03:44,26.6,True,0.87
TKT_84B9B41C,CUST_000201,account,phone,2024-12-11 18:00:51,72.0,True,-0.06
TKT_700A8B67,CUST_000788,technical,phone,2024-08-24 01:02:03,42.3,True,-0.04
TKT_9444E1A3,CUST_000179,account,phone,2025-12-04 08:43:05,8.1,True,-0.89
TKT_1E65E2A1,CUST_000781,content,email,2026-02-08 06:07:46,68.2,True,0.97
TKT_DAEF5BC5,CUST_000339,technical,chat,2024-10-31 17:28:46,40.4,True,-0.5
TKT_232FCD5F,CUST_000966,content,chat,2026-01-11 21:36:28,13.2,True,0.57
TKT_3105E490,CUST_000278,technical,phone,2026-03-10 04:08:14,12.0,True,-0.44
TKT_96937F53,CUST_000728,content,chat,2026-03-01 01:51:47,31.0,False,0.28
TKT_C5694CD1,CUST_000392,billing,email,2026-03-31 02:36:09,71.6,False,0.94
TKT_8274EB83,CUST_000985,content,chat,2025-06-15 23:31:11,65.5,True,0.55
TKT_7213ADE9,CUST_000531,content,phone,2026-01-01 03:34:52,4.8,True,0.37
TKT_EF103831,CUST_000666,technical,email,2026-02-10 11:38:54,23.2,True,0.61
TKT_D9E30A2A,CUST_000952,technical,chat,2026-02-27 02:35:06,23.5,True,0.62
TKT_C85D49D5,CUST_000936,billing,phone,2024-07-17 21:20:52,42.7,True,0.15
TKT_FE91E423,CUST_000554,account,email,2026-01-31 08:58:08,37.6,True,-0.59
TKT_E6B497B5,CUST_000479,technical,email,2026-02-04 08:10:29,47.8,False,-0.24
TKT_090E47EA,CUST_000860,account,phone,2025-12-22 20:31:46,60.5,False,-0.43
TKT_28438960,CUST_000666,account,email,2025-08-13 02:51:10,30.4,True,-0.42
TKT_3EFCF3BF,CUST_000009,technical,chat,2025-09-14 06:49:12,64.1,True,0.37
TKT_C76A4BB7,CUST_000822,content,email,2025-02-06 05:16:05,41.9,True,0.98
TKT_85DCB7EA,CUST_000867,technical,phone,2026-03-23 07:19:19,21.6,True,0.02
TKT_BEF8BE13,CUST_000867,technical,chat,2026-03-25 10:19:32,5.1,True,0.27
TKT_EEE685A9,CUST_000545,content,chat,2026-02-07 03:29:34,64.5,True,0.49
TKT_FA94143B,CUST_000575,billing,chat,2026-02-18 12:07:44,44.1,True,0.99
TKT_C370605D,CUST_000654,billing,phone,2025-08-21 00:25:39,24.4,True,-0.25
TKT_9B70E295,CUST_000469,technical,chat,2024-06-29 09:03:20,1.1,True,-0.54
TKT_E18AA2D4,CUST_000120,content,email,2026-03-01 10:50:26,46.3,False,0.46
TKT_57997719,CUST_000608,account,email,2026-01-22 00:49:10,19.9,False,-0.93
TKT_8FE77163,CUST_000098,technical,chat,2026-04-10 17:55:01,19.1,True,-0.31
TKT_8AEDF69F,CUST_000502,account,chat,2026-02-18 07:32:57,4.5,True,0.83
TKT_0670C343,CUST_000945,account,chat,2025-07-30 12:55:47,62.9,True,0.55
TKT_B3DF32F3,CUST_000925,technical,email,2026-01-08 03:34:59,68.6,True,0.69
TKT_4C7A902B,CUST_000147,billing,chat,2025-10-13 17:39:32,1.3,True,0.04
TKT_F813B0B0,CUST_000800,content,email,2025-12-27 06:55:25,6.5,True,0.16
TKT_061AA33B,CUST_000563,content,email,2026-03-17 12:17:39,31.8,True,-0.87
TKT_B674EFB8,CUST_000849,content,chat,2026-01-31 20:04:26,49.3,True,-0.72
TKT_F8336449,CUST_000036,content,chat,2025-12-08 04:12:12,11.4,True,0.25
TKT_303280AF,CUST_000453,account,email,2026-02-05 18:52:10,35.6,False,-0.32
TKT_C5720FE0,CUST_000598,billing,chat,2026-03-13 15:29:03,64.0,True,-0.42
TKT_21D1C458,CUST_000675,technical,phone,2026-03-03 17:03:26,22.9,True,-0.93
TKT_9D642F94,CUST_000875,content,chat,2024-12-07 19:11:54,24.6,True,-0.28
TKT_103BBF98,CUST_000991,billing,email,2026-01-14 21:15:08,39.5,True,0.03
TKT_D50F2014,CUST_000576,billing,email,2026-02-06 11:56:08,50.8,True,-0.17
TKT_6916B99C,CUST_000771,content,phone,2025-08-13 08:23:28,47.5,True,0.23
TKT_9D10632D,CUST_000885,account,phone,2025-12-10 01:10:38,4.5,True,0.05
TKT_DB169DFC,CUST_000738,billing,email,2026-02-24 05:23:25,59.8,False,0.2
TKT_84B71C0D,CUST_000294,technical,email,2026-01-17 04:08:00,19.6,True,0.84
TKT_A42F7DDD,CUST_000085,account,phone,2025-03-23 05:19:37,14.3,True,-0.6
TKT_D71DE456,CUST_000872,technical,email,2026-04-01 09:16:08,60.4,True,-0.94
TKT_14D9D2D4,CUST_000190,content,chat,2025-07-07 17:31:25,22.1,False,-0.52
TKT_E75F740E,CUST_000205,billing,email,2025-06-06 01:20:38,33.9,True,-0.68
TKT_84BBBB7C,CUST_000156,account,email,2025-09-24 18:06:49,34.3,True,0.76
TKT_7EEF667E,CUST_000041,account,email,2025-10-06 18:57:43,62.5,True,0.12
TKT_14F4B233,CUST_000781,content,phone,2025-12-09 16:42:46,63.4,False,0.07
TKT_BC0E1ECF,CUST_000343,technical,phone,2025-08-18 23:49:39,61.3,True,0.35
TKT_97A69ADF,CUST_000856,account,email,2025-02-26 06:37:58,55.3,True,0.08
TKT_338CB663,CUST_000222,billing,phone,2025-09-05 14:44:39,28.6,True,-0.43
TKT_48A3828F,CUST_000444,content,phone,2026-04-01 19:30:29,38.1,True,0.34
TKT_03D776D4,CUST_000061,billing,chat,2025-11-25 21:28:08,23.3,True,-0.12
TKT_CF83BF36,CUST_000514,technical,chat,2025-05-21 21:32:02,39.1,True,-0.91
TKT_598F6096,CUST_000251,content,phone,2025-10-09 11:22:20,34.2,True,0.51
TKT_4F355C5B,CUST_000707,account,phone,2025-01-16 00:38:56,34.3,True,0.93
TKT_8DC6C4DC,CUST_000303,account,chat,2025-09-02 18:33:32,10.6,True,0.14
TKT_CC965728,CUST_000670,billing,phone,2026-03-29 04:08:09,7.3,False,0.64
TKT_B2B8866E,CUST_000744,technical,email,2025-11-09 17:56:31,46.5,True,0.85
TKT_982E8B2A,CUST_000024,content,email,2024-07-01 11:00:37,13.6,True,-0.36
TKT_9D667FAE,CUST_000314,billing,chat,2025-11-25 23:41:55,14.7,True,-0.14
TKT_7306F0C5,CUST_000221,content,email,2025-09-14 01:16:58,12.8,True,0.44
TKT_FA9829C7,CUST_000181,content,phone,2025-04-27 06:51:28,69.5,True,0.23
TKT_0D83C2E4,CUST_000775,billing,email,2025-11-06 19:03:48,10.2,True,0.31
TKT_43EC99A0,CUST_000306,billing,phone,2026-03-21 19:06:08,54.1,False,0.17
TKT_771B5746,CUST_000668,technical,phone,2026-02-04 12:11:40,28.4,True,0.13
TKT_E822AEA4,CUST_000918,content,chat,2025-08-03 07:08:56,3.1,True,0.29
TKT_43835963,CUST_000936,billing,email,2024-08-11 08:39:08,4.5,True,0.1
TKT_3A61628D,CUST_000381,content,phone,2025-05-06 13:47:28,3.2,True,-0.55
TKT_84694D61,CUST_000499,account,chat,2025-10-22 16:51:08,37.0,True,-0.13
TKT_9EC19CA2,CUST_000286,content,chat,2026-04-08 17:05:51,57.4,False,0.66
TKT_C0AA0B39,CUST_000672,account,email,2026-02-14 10:54:11,32.0,True,-0.52
TKT_2949476C,CUST_000215,content,chat,2025-06-18 09:12:48,70.6,True,-0.21
TKT_CEF18143,CUST_000606,account,email,2025-05-12 10:36:14,43.5,True,-0.65
TKT_90D41EDB,CUST_000517,account,email,2025-10-11 19:32:43,3.5,False,-0.95
TKT_3DF0A7CA,CUST_000467,content,chat,2026-01-14 18:02:31,53.5,True,0.69
TKT_99274E31,CUST_000275,account,email,2025-09-25 02:56:07,26.9,True,-0.9
TKT_DA1EF5B6,CUST_000437,content,email,2025-08-25 14:36:55,49.6,False,0.42
TKT_649CBC4B,CUST_000863,content,chat,2024-11-29 06:30:26,61.4,True,0.09
TKT_73E6B242,CUST_000347,technical,chat,2026-03-27 17:09:27,45.1,False,-0.03
TKT_6A034EC2,CUST_000131,technical,chat,2025-08-28 23:40:47,45.6,False,-0.54
TKT_B9903C4D,CUST_000085,billing,phone,2025-12-22 11:54:35,67.7,True,-0.68
TKT_CEF8617B,CUST_000796,content,phone,2025-06-09 12:28:23,58.3,True,-0.11
TKT_3A3DFC00,CUST_000107,account,email,2026-02-02 02:23:23,8.5,True,0.11
TKT_D1514B4E,CUST_000366,billing,chat,2025-12-02 22:03:54,22.8,True,-0.07
TKT_CDCA7A9D,CUST_000817,account,email,2026-02-26 01:14:37,1.8,True,0.92
TKT_A250FAA0,CUST_000172,technical,email,2026-04-10 20:35:37,45.2,True,0.28
TKT_32311A3D,CUST_000602,content,chat,2025-09-30 12:59:28,25.3,True,-0.45
TKT_4C1E102F,CUST_000360,technical,phone,2026-03-06 08:48:46,71.9,True,0.48
TKT_E0240171,CUST_000945,billing,email,2026-01-07 19:55:48,30.4,True,0.57
TKT_8FE4848E,CUST_000925,content,chat,2026-03-14 05:42:53,6.5,True,0.48
TKT_5B131680,CUST_000541,technical,email,2026-03-15 03:24:23,33.9,False,0.92
TKT_3122A5DE,CUST_000007,account,phone,2026-04-10 23:55:00,3.6,True,0.02
TKT_06E05770,CUST_000134,content,email,2026-03-31 14:39:00,10.7,True,-0.44
TKT_976AC7AE,CUST_000243,content,chat,2025-08-23 19:13:47,56.5,True,-0.94
TKT_6C19DABA,CUST_000365,account,chat,2025-06-01 14:08:44,70.2,False,0.95
TKT_655C31DB,CUST_000596,content,phone,2026-02-01 20:02:58,26.6,True,-0.05
TKT_E3A528B5,CUST_000306,billing,phone,2025-11-21 09:25:44,55.5,True,0.85
TKT_ACC7FDE5,CUST_000922,content,phone,2025-09-27 18:43:33,33.9,True,0.08
TKT_44D55794,CUST_000568,content,chat,2025-11-02 20:20:38,37.7,True,-0.55
TKT_10109EF7,CUST_000746,content,email,2026-02-20 15:19:26,2.3,False,0.77
TKT_EB501D09,CUST_000240,billing,phone,2026-02-19 02:03:14,10.4,False,0.41
TKT_83058DC0,CUST_000712,account,phone,2025-07-26 14:52:00,6.4,True,0.5
TKT_53805A9F,CUST_000214,account,phone,2026-04-03 16:55:24,11.7,True,0.34
TKT_BE109AB2,CUST_000862,billing,chat,2025-11-19 00:07:49,2.0,True,-0.98
TKT_3DF6063D,CUST_000195,content,chat,2025-02-22 02:10:56,4.2,True,0.55
TKT_5D60F5BD,CUST_000003,account,email,2026-01-03 20:21:53,3.6,True,0.95
TKT_A8CE65B1,CUST_000339,account,email,2025-08-23 01:33:37,43.0,True,-0.26
TKT_EA4920FF,CUST_000809,technical,chat,2025-12-05 14:00:05,1.3,True,-0.07
TKT_5B0F3461,CUST_000920,account,phone,2025-07-08 11:29:08,36.4,False,0.33
TKT_1AB6EADD,CUST_000482,billing,chat,2025-12-27 16:18:24,25.0,True,0.26
TKT_B139AF72,CUST_000860,technical,chat,2025-07-29 08:08:35,70.5,True,0.16
TKT_D92324B5,CUST_000658,account,email,2025-11-14 01:45:47,10.7,True,0.53
TKT_36CAA39D,CUST_000299,content,email,2025-05-26 10:36:32,44.6,True,-0.98
TKT_BA4952CF,CUST_000415,account,chat,2025-10-13 21:00:53,55.9,True,0.17
TKT_09CA559B,CUST_000860,account,phone,2026-03-06 05:16:08,39.9,True,-0.7
TKT_EFE1C675,CUST_000142,billing,email,2026-02-21 09:44:13,30.7,True,0.66
TKT_923F4E2C,CUST_000105,content,phone,2026-03-27 21:31:29,14.8,True,-0.49
TKT_BF1A3B68,CUST_000006,technical,email,2026-02-14 16:37:05,4.2,True,-0.04
TKT_9E62B00D,CUST_000521,content,chat,2024-06-17 03:52:17,61.3,True,-0.85
TKT_5971F031,CUST_000610,technical,phone,2026-03-18 03:48:13,70.8,True,0.19
TKT_D09245BD,CUST_000151,content,email,2025-10-07 12:08:27,10.5,True,0.36
TKT_56CF896E,CUST_000557,technical,chat,2025-12-15 15:24:36,62.9,True,-0.65
TKT_1CC9172D,CUST_000852,technical,email,2025-11-06 15:14:40,36.6,True,0.6
TKT_C24EA2C0,CUST_000197,technical,phone,2026-03-28 18:38:58,16.7,True,-0.03
TKT_A28C27CA,CUST_000029,content,email,2026-04-03 06:06:37,41.8,True,-0.57
TKT_63AC8987,CUST_000595,content,chat,2025-04-18 06:51:50,13.9,True,-0.3
TKT_321E7450,CUST_000051,content,phone,2026-04-01 10:32:56,37.1,True,-0.29
TKT_129C71BC,CUST_000056,billing,chat,2026-02-03 19:13:24,2.6,True,0.55
TKT_F9C8D5AF,CUST_000063,billing,phone,2026-01-17 14:54:38,70.5,False,-0.97
TKT_6CF52740,CUST_000937,technical,chat,2026-02-12 11:54:39,28.4,True,-0.58
TKT_8894CE62,CUST_000251,content,chat,2026-01-20 20:43:50,64.7,True,0.16
TKT_997324CE,CUST_000557,technical,email,2025-12-01 14:43:38,36.0,False,-0.73
TKT_085D9DF5,CUST_000305,account,phone,2025-10-27 12:25:43,11.9,True,-0.14
TKT_84B59626,CUST_000252,billing,phone,2026-03-11 22:52:29,24.0,True,0.82
TKT_24DDE139,CUST_000053,technical,chat,2024-06-24 04:03:27,30.2,False,0.23
TKT_33968D99,CUST_000079,billing,email,2025-09-29 09:25:17,7.1,True,0.69
TKT_CA4D749A,CUST_000273,content,chat,2025-08-03 10:27:02,71.5,True,-0.2
TKT_8C4A4762,CUST_000414,technical,phone,2025-12-19 07:18:19,43.9,True,0.33
TKT_98DEE170,CUST_000895,billing,phone,2025-07-31 12:44:38,10.2,True,0.27
TKT_8124DAE7,CUST_000418,account,chat,2024-04-24 04:59:02,27.7,True,-0.71
TKT_131EDE18,CUST_000137,content,chat,2026-03-11 02:56:40,46.4,True,-0.2
TKT_3ED3D929,CUST_000861,content,chat,2026-03-22 20:17:01,30.7,True,0.45
TKT_48BADFA3,CUST_000882,technical,chat,2026-02-06 14:55:57,15.4,True,0.7
TKT_11F8BEA6,CUST_000702,content,phone,2025-06-11 16:29:57,32.2,True,0.13
TKT_D3928002,CUST_000629,technical,phone,2026-03-29 16:41:46,50.7,True,-0.14
TKT_0C30EAB1,CUST_000573,content,email,2026-03-27 20:18:48,37.9,True,0.82
TKT_5F7DE090,CUST_000651,billing,phone,2026-04-02 21:47:04,22.3,True,-0.17
TKT_132FC012,CUST_000112,technical,chat,2025-12-24 20:24:32,16.3,False,0.28
TKT_555D9322,CUST_000002,account,email,2026-04-06 23:49:08,4.6,True,0.53
TKT_272598D6,CUST_000677,content,email,2026-03-22 14:12:09,33.3,False,0.71
TKT_67E52D31,CUST_000799,billing,chat,2025-04-28 18:57:48,40.0,True,0.24
TKT_B457D66F,CUST_000067,account,phone,2025-04-24 14:22:08,42.0,True,-0.87
TKT_C36B88C1,CUST_000264,account,email,2026-02-01 00:39:13,58.5,True,0.48
TKT_CFFE5B46,CUST_000437,content,phone,2025-09-26 13:23:56,7.9,True,0.27
TKT_958BFA46,CUST_000636,technical,email,2025-12-22 13:02:57,70.2,True,0.27
TKT_55EDF429,CUST_000084,content,email,2026-01-31 07:05:15,52.0,True,-0.26
TKT_BE6732C0,CUST_000860,account,phone,2025-11-16 15:10:18,38.0,True,0.88
TKT_A6D13399,CUST_000488,technical,email,2025-07-25 15:02:34,52.0,True,-0.92
TKT_06799C91,CUST_000238,content,phone,2026-01-30 13:12:13,17.7,True,-0.87
TKT_4AEE7142,CUST_000563,billing,email,2025-12-05 12:45:25,31.3,True,-0.83
TKT_50FF31A0,CUST_000513,account,phone,2025-11-09 16:09:33,9.9,True,-0.48
TKT_87D9E519,CUST_000236,technical,chat,2026-03-11 19:04:19,43.8,True,-0.72
TKT_82E8885C,CUST_000617,technical,chat,2025-07-17 16:43:25,10.4,True,-0.24
TKT_8581E456,CUST_000500,account,phone,2025-05-29 07:13:17,17.3,False,-0.01
TKT_716E84C4,CUST_000393,account,email,2025-02-23 05:43:48,24.8,True,0.7
TKT_AF90F6D0,CUST_000383,technical,email,2026-03-19 09:33:57,26.1,True,0.9
TKT_E5E7E7F5,CUST_000218,technical,phone,2025-11-26 21:23:37,68.9,True,0.88
TKT_13231F26,CUST_000298,technical,phone,2026-03-17 12:51:19,53.5,True,0.86
TKT_356BD720,CUST_000740,billing,phone,2025-05-14 10:22:15,16.7,True,0.19
TKT_99CAC7AA,CUST_000326,content,phone,2024-09-19 14:39:31,66.2,True,-0.52
TKT_F64DAC46,CUST_000858,content,phone,2025-07-15 11:08:03,59.3,True,0.72
TKT_AE5EEDD1,CUST_000636,account,chat,2026-01-07 07:08:27,21.1,True,-0.16
TKT_0E042339,CUST_000972,account,phone,2025-08-21 10:05:21,66.1,True,-0.15
TKT_8148B008,CUST_000235,account,email,2026-01-01 19:28:49,70.7,True,0.82
TKT_CE2D7B98,CUST_000888,billing,phone,2025-01-04 19:56:09,65.6,True,-0.17
TKT_A4F2B732,CUST_000500,account,chat,2025-05-02 01:07:01,10.7,True,0.94
TKT_40D1FE59,CUST_000129,account,chat,2026-03-26 13:11:13,52.7,True,-0.75
TKT_1FA119A3,CUST_000766,content,chat,2025-04-01 21:15:20,38.0,True,-0.3
TKT_5494D0B5,CUST_000944,technical,email,2025-11-09 12:04:24,40.2,True,-0.37
TKT_4FDF48C6,CUST_000187,billing,phone,2026-03-18 08:58:30,13.9,True,0.76
TKT_12338D19,CUST_000390,technical,email,2026-02-25 22:56:58,62.5,True,0.95
TKT_EE65D645,CUST_000386,technical,phone,2025-06-11 04:59:27,17.7,True,0.9
TKT_826EF53B,CUST_000636,technical,phone,2025-02-25 15:48:55,56.4,True,0.46
TKT_4C3C5F14,CUST_000372,content,chat,2025-12-11 08:24:14,10.3,False,0.54
