rating_id,customer_id,content_id,rating,rated_at
RAT_0000061,CUST_000003,TMDB_M_98477,2,2024-08-05
RAT_0000062,CUST_000003,TMDB_T_1431,3,2024-08-12
RAT_0000063,CUST_000003,TMDB_T_2288,2,2024-05-16
RAT_0000064,CUST_000003,TMDB_T_456,2,2024-07-20
RAT_0000065,CUST_000003,TMDB_T_66732,1,2024-08-06
RAT_0000066,CUST_000003,TMDB_T_79744,2,2024-08-12
RAT_0000067,CUST_000004,TMDB_M_1084187,4,2026-02-10
RAT_0000068,CUST_000004,TMDB_M_1175942,2,2025-06-28
RAT_0000069,CUST_000004,TMDB_M_1327819,1,2025-09-26
RAT_0000070,CUST_000004,TMDB_M_1424965,3,2025-10-22
RAT_0000071,CUST_000004,TMDB_M_1539104,2,2025-10-31
RAT_0000072,CUST_000004,TMDB_M_1630433,2,2026-03-09
RAT_0000073,CUST_000004,TMDB_M_552524,3,2025-11-06
RAT_0000074,CUST_000004,TMDB_M_82690,3,2025-11-05
RAT_0000075,CUST_000004,TMDB_T_1399,5,2026-02-16
RAT_0000076,CUST_000004,TMDB_T_1705,2,2025-07-13
RAT_0000077,CUST_000004,TMDB_T_4087,3,2025-05-02
RAT_0000078,CUST_000004,TMDB_T_4556,1,2025-11-09
RAT_0000079,CUST_000004,TMDB_T_4604,4,2026-04-03
RAT_0000080,CUST_000004,TMDB_T_48866,2,2026-02-26
RAT_0000081,CUST_000004,TMDB_T_63174,3,2025-06-21
RAT_0000082,CUST_000004,TMDB_T_72517,4,2025-05-30
RAT_0000083,CUST_000004,TMDB_T_80748,4,2026-03-24
RAT_0000084,CUST_000004,TMDB_T_82873,1,2025-06-28
RAT_0000085,CUST_000004,TMDB_T_94722,4,2025-08-26
RAT_0000086,CUST_000005,TMDB_M_1087891,3,2026-01-04
RAT_0000087,CUST_000005,TMDB_M_1171145,1,2025-01-29
RAT_0000088,CUST_000005,TMDB_M_1245347,3,2025-02-02
RAT_0000089,CUST_000005,TMDB_M_1317288,4,2026-01-05
RAT_0000090,CUST_000005,TMDB_M_259694,2,2025-01-11
RAT_0000091,CUST_000005,TMDB_M_330457,4,2025-07-16
RAT_0000092,CUST_000005,TMDB_M_337404,4,2026-02-11
RAT_0000093,CUST_000005,TMDB_M_414906,2,2025-04-12
RAT_0000094,CUST_000005,TMDB_M_646380,4,2025-11-02
RAT_0000095,CUST_000005,TMDB_M_8966,4,2025-09-06
RAT_0000096,CUST_000005,TMDB_T_10534,1,2025-09-17
RAT_0000097,CUST_000005,TMDB_T_127529,4,2025-04-11
RAT_0000098,CUST_000005,TMDB_T_154770,5,2025-12-14
RAT_0000099,CUST_000005,TMDB_T_2224,3,2025-10-08
RAT_0000100,CUST_000005,TMDB_T_284058,2,2025-06-13
RAT_0000101,CUST_000005,TMDB_T_4057,4,2026-01-13
RAT_0000102,CUST_000005,TMDB_T_4376,1,2025-11-16
RAT_0000103,CUST_000005,TMDB_T_4556,3,2026-01-19
RAT_0000104,CUST_000006,TMDB_M_1307373,3,2025-02-16
RAT_0000105,CUST_000006,TMDB_M_1401778,3,2026-03-13
RAT_0000106,CUST_000006,TMDB_M_1412598,2,2025-06-30
RAT_0000107,CUST_000006,TMDB_M_1539104,4,2025-12-17
RAT_0000108,CUST_000006,TMDB_M_1630433,2,2025-10-10
RAT_0000109,CUST_000006,TMDB_M_1653994,3,2025-01-16
RAT_0000110,CUST_000006,TMDB_M_502356,3,2026-04-10
RAT_0000111,CUST_000006,TMDB_M_637649,3,2025-05-28
RAT_0000112,CUST_000006,TMDB_M_680493,4,2026-02-13
RAT_0000113,CUST_000006,TMDB_T_124364,3,2024-10-31
RAT_0000114,CUST_000006,TMDB_T_18165,3,2025-07-09
RAT_0000115,CUST_000006,TMDB_T_2261,3,2024-08-24
RAT_0000116,CUST_000006,TMDB_T_32415,5,2025-07-10
RAT_0000117,CUST_000006,TMDB_T_34307,3,2025-03-27
RAT_0000118,CUST_000006,TMDB_T_4177,4,2026-02-17
RAT_0000119,CUST_000006,TMDB_T_4601,4,2025-08-11
RAT_0000120,CUST_000006,TMDB_T_4614,3,2024-11-30
RAT_0000121,CUST_000006,TMDB_T_65942,3,2025-01-24
RAT_0000122,CUST_000007,TMDB_M_1159831,3,2025-04-17
RAT_0000123,CUST_000007,TMDB_M_1245347,4,2025-10-06
RAT_0000124,CUST_000007,TMDB_M_1267319,3,2026-03-23
RAT_0000125,CUST_000007,TMDB_M_1316092,5,2025-08-10
RAT_0000126,CUST_000007,TMDB_M_1363123,4,2025-12-23
RAT_0000127,CUST_000007,TMDB_M_1412598,1,2026-01-18
RAT_0000128,CUST_000007,TMDB_M_1579,4,2025-04-28
RAT_0000129,CUST_000007,TMDB_M_329505,1,2026-04-05
RAT_0000130,CUST_000007,TMDB_M_383498,2,2025-05-30
RAT_0000131,CUST_000007,TMDB_M_545611,2,2026-02-26
RAT_0000132,CUST_000007,TMDB_M_575265,4,2025-05-28
RAT_0000133,CUST_000007,TMDB_M_615,3,2026-02-17
RAT_0000134,CUST_000007,TMDB_M_662707,3,2026-02-04
RAT_0000135,CUST_000007,TMDB_M_7451,3,2025-10-16
RAT_0000136,CUST_000007,TMDB_M_76341,2,2026-01-21
RAT_0000137,CUST_000007,TMDB_M_786892,3,2026-02-21
RAT_0000138,CUST_000007,TMDB_M_879945,4,2026-03-18
RAT_0000139,CUST_000007,TMDB_M_911430,1,2025-05-12
RAT_0000140,CUST_000007,TMDB_M_985939,3,2025-08-30
RAT_0000141,CUST_000007,TMDB_M_986056,1,2025-07-22
RAT_0000142,CUST_000007,TMDB_T_1402,2,2025-10-28
RAT_0000143,CUST_000007,TMDB_T_290856,4,2026-03-23
RAT_0000144,CUST_000007,TMDB_T_291,5,2026-04-06
RAT_0000145,CUST_000007,TMDB_T_549,3,2025-08-07
RAT_0000146,CUST_000008,TMDB_M_1214931,3,2026-01-20
RAT_0000147,CUST_000008,TMDB_M_1336770,4,2026-02-12
RAT_0000148,CUST_000008,TMDB_T_14981,4,2026-01-23
RAT_0000149,CUST_000009,TMDB_M_1084187,2,2026-01-26
RAT_0000150,CUST_000009,TMDB_M_1119449,2,2026-02-12
RAT_0000151,CUST_000009,TMDB_M_1175942,4,2026-01-24
RAT_0000152,CUST_000009,TMDB_M_1193501,4,2026-01-17
RAT_0000153,CUST_000009,TMDB_M_1198994,1,2025-12-02
RAT_0000154,CUST_000009,TMDB_M_1242501,2,2026-03-25
RAT_0000155,CUST_000009,TMDB_M_1304313,3,2026-02-03
RAT_0000156,CUST_000009,TMDB_M_1418657,4,2026-04-09
RAT_0000157,CUST_000009,TMDB_M_1426964,3,2025-12-29
RAT_0000158,CUST_000009,TMDB_M_1610418,2,2026-02-01
RAT_0000159,CUST_000009,TMDB_M_27205,4,2026-01-19
RAT_0000160,CUST_000009,TMDB_M_447365,2,2026-03-23
RAT_0000161,CUST_000009,TMDB_M_541671,3,2026-02-14
RAT_0000162,CUST_000009,TMDB_M_567609,4,2026-03-29
RAT_0000163,CUST_000009,TMDB_M_687259,3,2025-12-22
RAT_0000164,CUST_000009,TMDB_M_701387,3,2026-03-31
RAT_0000165,CUST_000009,TMDB_M_76341,1,2026-01-18
RAT_0000166,CUST_000009,TMDB_M_786892,3,2026-03-26
RAT_0000167,CUST_000009,TMDB_M_812,3,2026-02-26
RAT_0000168,CUST_000009,TMDB_M_83533,3,2026-02-01
RAT_0000169,CUST_000009,TMDB_M_986056,2,2025-12-26
RAT_0000170,CUST_000009,TMDB_T_119051,4,2026-02-08
RAT_0000171,CUST_000009,TMDB_T_1433,3,2025-12-08
RAT_0000172,CUST_000009,TMDB_T_220150,5,2026-02-14
RAT_0000173,CUST_000009,TMDB_T_220542,4,2026-01-24
RAT_0000174,CUST_000009,TMDB_T_2224,2,2025-12-02
RAT_0000175,CUST_000009,TMDB_T_291,2,2026-01-24
RAT_0000176,CUST_000009,TMDB_T_30984,3,2026-01-25
RAT_0000177,CUST_000009,TMDB_T_42009,5,2026-02-26
RAT_0000178,CUST_000009,TMDB_T_4604,5,2025-12-31
RAT_0000179,CUST_000009,TMDB_T_4629,4,2026-02-20
RAT_0000180,CUST_000009,TMDB_T_5092,4,2026-01-10
RAT_0000181,CUST_000009,TMDB_T_57243,1,2026-01-09
RAT_0000182,CUST_000009,TMDB_T_60574,5,2026-03-04
RAT_0000183,CUST_000009,TMDB_T_66732,5,2025-12-24
RAT_0000184,CUST_000010,TMDB_M_1084187,3,2026-02-07
RAT_0000185,CUST_000010,TMDB_T_119051,2,2025-04-21
RAT_0000186,CUST_000010,TMDB_T_1399,5,2026-02-28
RAT_0000187,CUST_000010,TMDB_T_1419,1,2025-04-03
RAT_0000188,CUST_000010,TMDB_T_154770,2,2025-11-07
RAT_0000189,CUST_000010,TMDB_T_1668,3,2025-09-04
RAT_0000190,CUST_000010,TMDB_T_1705,3,2025-08-07
RAT_0000191,CUST_000010,TMDB_T_34524,3,2025-10-28
RAT_0000192,CUST_000010,TMDB_T_4607,5,2026-03-25
RAT_0000193,CUST_000010,TMDB_T_48866,4,2025-12-12
RAT_0000194,CUST_000010,TMDB_T_58841,3,2025-12-28
RAT_0000195,CUST_000010,TMDB_T_59941,2,2026-03-08
RAT_0000196,CUST_000011,TMDB_M_1252037,4,2026-03-10
RAT_0000197,CUST_000011,TMDB_M_228150,2,2025-12-06
RAT_0000198,CUST_000011,TMDB_M_67395,3,2026-01-04
RAT_0000199,CUST_000011,TMDB_M_857,2,2026-04-07
RAT_0000200,CUST_000011,TMDB_T_1407,3,2025-10-07
RAT_0000201,CUST_000011,TMDB_T_35007,5,2026-02-05
RAT_0000202,CUST_000011,TMDB_T_73586,3,2026-03-12
RAT_0000203,CUST_000012,TMDB_M_1084187,4,2025-04-07
RAT_0000204,CUST_000012,TMDB_M_1100988,3,2025-05-23
RAT_0000205,CUST_000012,TMDB_M_1266992,3,2026-01-05
RAT_0000206,CUST_000012,TMDB_M_1276038,1,2024-10-18
RAT_0000207,CUST_000012,TMDB_M_1284120,3,2025-11-21
RAT_0000208,CUST_000012,TMDB_M_1311031,3,2025-04-20
RAT_0000209,CUST_000012,TMDB_M_1327819,3,2025-11-05
RAT_0000210,CUST_000012,TMDB_M_497,1,2025-07-21
RAT_0000211,CUST_000012,TMDB_M_857,3,2026-02-25
RAT_0000212,CUST_000012,TMDB_T_1399,2,2026-03-10
RAT_0000213,CUST_000012,TMDB_T_202411,3,2025-08-17
RAT_0000214,CUST_000012,TMDB_T_2171,2,2025-05-27
RAT_0000215,CUST_000012,TMDB_T_278573,5,2025-06-18
RAT_0000216,CUST_000012,TMDB_T_4087,2,2024-12-26
RAT_0000217,CUST_000012,TMDB_T_48866,3,2026-03-03
RAT_0000218,CUST_000012,TMDB_T_66732,3,2024-10-15
RAT_0000219,CUST_000013,TMDB_M_1049471,2,2025-06-09
RAT_0000220,CUST_000013,TMDB_M_1119878,3,2025-12-17
RAT_0000221,CUST_000013,TMDB_M_1192548,3,2026-02-16
RAT_0000222,CUST_000013,TMDB_M_12445,1,2025-11-21
RAT_0000223,CUST_000013,TMDB_M_157336,1,2025-06-11
RAT_0000224,CUST_000013,TMDB_M_299536,3,2025-12-27
RAT_0000225,CUST_000013,TMDB_M_479197,4,2026-03-12
RAT_0000226,CUST_000013,TMDB_M_58,1,2026-01-14
RAT_0000227,CUST_000013,TMDB_M_674,4,2025-01-29
RAT_0000228,CUST_000013,TMDB_M_936075,2,2025-08-17
RAT_0000229,CUST_000013,TMDB_T_1668,2,2025-10-27
RAT_0000230,CUST_000013,TMDB_T_502,4,2026-03-14
RAT_0000231,CUST_000013,TMDB_T_76479,2,2025-07-23
RAT_0000232,CUST_000014,TMDB_M_1084187,4,2025-12-19
RAT_0000233,CUST_000014,TMDB_M_1120911,3,2025-10-09
RAT_0000234,CUST_000014,TMDB_M_1290821,1,2025-03-28
RAT_0000235,CUST_000014,TMDB_M_1620551,3,2026-04-03
RAT_0000236,CUST_000014,TMDB_M_177572,4,2026-04-02
RAT_0000237,CUST_000014,TMDB_M_181812,2,2025-05-13
RAT_0000238,CUST_000014,TMDB_M_264980,3,2025-03-11
RAT_0000239,CUST_000014,TMDB_M_273477,3,2025-05-18
RAT_0000240,CUST_000014,TMDB_M_346698,2,2026-02-03
RAT_0000241,CUST_000014,TMDB_M_4247,2,2026-03-17
RAT_0000242,CUST_000014,TMDB_M_479197,4,2026-02-27
RAT_0000243,CUST_000014,TMDB_M_52741,1,2025-08-28
RAT_0000244,CUST_000014,TMDB_M_58008,3,2026-04-11
RAT_0000245,CUST_000014,TMDB_M_630,3,2025-07-20
RAT_0000246,CUST_000014,TMDB_M_671,1,2025-08-21
RAT_0000247,CUST_000014,TMDB_M_675,3,2025-10-07
RAT_0000248,CUST_000014,TMDB_T_110075,4,2025-11-02
RAT_0000249,CUST_000014,TMDB_T_1400,3,2026-02-18
RAT_0000250,CUST_000014,TMDB_T_1408,1,2026-01-31
RAT_0000251,CUST_000014,TMDB_T_45790,5,2025-12-29
RAT_0000252,CUST_000014,TMDB_T_60574,5,2025-04-06
RAT_0000253,CUST_000015,TMDB_M_1049471,4,2026-01-11
RAT_0000254,CUST_000015,TMDB_M_1191876,3,2026-03-26
RAT_0000255,CUST_000015,TMDB_M_1297842,4,2025-10-11
RAT_0000256,CUST_000015,TMDB_M_1315303,4,2025-06-27
RAT_0000257,CUST_000015,TMDB_M_1367763,4,2026-01-17
RAT_0000258,CUST_000015,TMDB_M_157336,4,2025-08-03
RAT_0000259,CUST_000015,TMDB_M_1620551,2,2026-01-26
RAT_0000260,CUST_000015,TMDB_M_284054,1,2025-11-30
RAT_0000261,CUST_000015,TMDB_M_567609,3,2025-11-21
RAT_0000262,CUST_000015,TMDB_M_687163,3,2025-11-10
RAT_0000263,CUST_000015,TMDB_M_696393,4,2025-12-16
RAT_0000264,CUST_000015,TMDB_M_934433,2,2025-10-21
RAT_0000265,CUST_000015,TMDB_T_100088,2,2025-07-16
RAT_0000266,CUST_000015,TMDB_T_1620,2,2025-08-15
RAT_0000267,CUST_000015,TMDB_T_22980,5,2025-12-16
RAT_0000268,CUST_000015,TMDB_T_61818,3,2025-12-27
RAT_0000269,CUST_000015,TMDB_T_63174,3,2025-12-29
RAT_0000270,CUST_000015,TMDB_T_76572,1,2025-10-25
RAT_0000271,CUST_000016,TMDB_M_1038392,1,2024-11-01
RAT_0000272,CUST_000016,TMDB_M_1266127,3,2026-02-18
RAT_0000273,CUST_000016,TMDB_M_1276038,2,2025-12-16
RAT_0000274,CUST_000016,TMDB_M_1290417,2,2025-03-28
RAT_0000275,CUST_000016,TMDB_M_1367763,4,2024-11-10
RAT_0000276,CUST_000016,TMDB_T_120089,1,2025-03-01
RAT_0000277,CUST_000016,TMDB_T_12971,5,2026-03-28
RAT_0000278,CUST_000016,TMDB_T_1408,4,2025-04-11
RAT_0000279,CUST_000016,TMDB_T_1411,1,2025-11-23
RAT_0000280,CUST_000016,TMDB_T_2224,2,2026-03-02
RAT_0000281,CUST_000016,TMDB_T_60572,3,2026-01-05
RAT_0000282,CUST_000016,TMDB_T_94722,5,2026-04-05
RAT_0000283,CUST_000017,TMDB_M_1049471,4,2026-01-14
RAT_0000284,CUST_000017,TMDB_M_1054867,4,2026-03-12
RAT_0000285,CUST_000017,TMDB_M_1268127,3,2026-01-28
RAT_0000286,CUST_000017,TMDB_M_28322,4,2025-10-29
RAT_0000287,CUST_000017,TMDB_M_290098,5,2026-03-05
RAT_0000288,CUST_000017,TMDB_M_4935,2,2025-07-08
RAT_0000289,CUST_000017,TMDB_T_1411,2,2026-01-16
RAT_0000290,CUST_000017,TMDB_T_1981,2,2026-02-25
RAT_0000291,CUST_000017,TMDB_T_2224,4,2026-04-11
RAT_0000292,CUST_000017,TMDB_T_4656,2,2025-09-28
RAT_0000293,CUST_000017,TMDB_T_549,5,2025-11-24
RAT_0000294,CUST_000018,TMDB_M_12153,2,2025-08-23
RAT_0000295,CUST_000018,TMDB_M_1245347,3,2025-04-02
RAT_0000296,CUST_000018,TMDB_M_1276704,4,2025-04-03
RAT_0000297,CUST_000018,TMDB_M_1297842,4,2025-08-23
RAT_0000298,CUST_000018,TMDB_M_1403327,3,2025-10-26
RAT_0000299,CUST_000018,TMDB_M_1523145,5,2026-03-25
RAT_0000300,CUST_000018,TMDB_M_313369,2,2025-11-27
RAT_0000301,CUST_000018,TMDB_M_337404,2,2024-10-05
RAT_0000302,CUST_000018,TMDB_M_346698,3,2026-01-12
RAT_0000303,CUST_000018,TMDB_M_52741,2,2024-11-03
RAT_0000304,CUST_000018,TMDB_M_58008,2,2025-11-20
RAT_0000305,CUST_000018,TMDB_M_840464,3,2026-01-31
RAT_0000306,CUST_000018,TMDB_T_1431,1,2024-08-21
RAT_0000307,CUST_000018,TMDB_T_1622,3,2025-04-20
RAT_0000308,CUST_000018,TMDB_T_1668,3,2025-12-17
RAT_0000309,CUST_000018,TMDB_T_289219,4,2024-11-07
RAT_0000310,CUST_000018,TMDB_T_35007,3,2025-09-03
RAT_0000311,CUST_000018,TMDB_T_8962,4,2025-10-17
RAT_0000312,CUST_000019,TMDB_M_1087192,4,2025-08-19
RAT_0000313,CUST_000019,TMDB_M_1226863,4,2025-11-19
RAT_0000314,CUST_000019,TMDB_M_1266990,4,2026-04-01
RAT_0000315,CUST_000019,TMDB_M_1290821,5,2025-11-14
RAT_0000316,CUST_000019,TMDB_M_1317288,3,2026-02-15
RAT_0000317,CUST_000019,TMDB_M_1658216,4,2025-09-29
RAT_0000318,CUST_000019,TMDB_M_181808,4,2026-02-07
RAT_0000319,CUST_000019,TMDB_M_324786,5,2025-12-06
RAT_0000320,CUST_000019,TMDB_M_755898,4,2026-02-23
RAT_0000321,CUST_000019,TMDB_M_773543,3,2025-10-31
RAT_0000322,CUST_000019,TMDB_M_803796,5,2026-02-09
RAT_0000323,CUST_000019,TMDB_T_1622,3,2025-12-15
RAT_0000324,CUST_000019,TMDB_T_35007,5,2026-04-01
RAT_0000325,CUST_000019,TMDB_T_502,5,2026-03-30
RAT_0000326,CUST_000019,TMDB_T_693,3,2025-09-13
RAT_0000327,CUST_000019,TMDB_T_71728,5,2025-10-20
RAT_0000328,CUST_000019,TMDB_T_8962,3,2026-01-01
RAT_0000329,CUST_000020,TMDB_M_11036,3,2026-02-19
RAT_0000330,CUST_000020,TMDB_M_1198994,3,2025-03-06
RAT_0000331,CUST_000020,TMDB_M_1291335,1,2025-07-25
RAT_0000332,CUST_000020,TMDB_M_62029,4,2026-01-20
RAT_0000333,CUST_000020,TMDB_T_108978,3,2025-07-19
RAT_0000334,CUST_000020,TMDB_T_1399,3,2025-11-22
RAT_0000335,CUST_000020,TMDB_T_1402,4,2025-11-13
RAT_0000336,CUST_000020,TMDB_T_1489,1,2025-05-20
RAT_0000337,CUST_000020,TMDB_T_15260,4,2025-10-05
RAT_0000338,CUST_000020,TMDB_T_1855,2,2025-12-25
RAT_0000339,CUST_000020,TMDB_T_1973,1,2025-05-28
RAT_0000340,CUST_000020,TMDB_T_456,3,2025-02-21
RAT_0000341,CUST_000020,TMDB_T_4656,3,2025-11-05
RAT_0000342,CUST_000020,TMDB_T_48866,4,2025-08-15
RAT_0000343,CUST_000020,TMDB_T_60622,3,2025-06-27
RAT_0000344,CUST_000020,TMDB_T_65733,2,2026-01-12
RAT_0000345,CUST_000020,TMDB_T_66732,1,2025-03-26
RAT_0000346,CUST_000020,TMDB_T_693,3,2025-03-19
RAT_0000347,CUST_000020,TMDB_T_76479,1,2025-09-14
RAT_0000348,CUST_000020,TMDB_T_790,2,2026-03-13
RAT_0000349,CUST_000020,TMDB_T_85077,3,2026-01-26
RAT_0000350,CUST_000021,TMDB_M_1015606,5,2026-01-28
RAT_0000351,CUST_000021,TMDB_M_1019420,3,2025-10-24
RAT_0000352,CUST_000021,TMDB_M_1191876,5,2025-12-09
RAT_0000353,CUST_000021,TMDB_M_1234821,4,2025-11-26
RAT_0000354,CUST_000021,TMDB_M_424,4,2026-03-18
RAT_0000355,CUST_000021,TMDB_M_447365,3,2026-04-02
RAT_0000356,CUST_000021,TMDB_M_601,4,2025-11-28
RAT_0000357,CUST_000021,TMDB_T_290856,5,2026-02-24
RAT_0000358,CUST_000021,TMDB_T_62650,3,2026-03-10
RAT_0000359,CUST_000021,TMDB_T_85552,4,2025-12-16
RAT_0000360,CUST_000022,TMDB_M_1087192,3,2025-08-05
RAT_0000361,CUST_000022,TMDB_M_121,1,2025-08-20
RAT_0000362,CUST_000022,TMDB_M_1412598,4,2025-06-16
RAT_0000363,CUST_000022,TMDB_M_1493859,4,2025-05-03
RAT_0000364,CUST_000022,TMDB_M_1641319,2,2025-09-08
RAT_0000365,CUST_000022,TMDB_M_181808,3,2025-08-21
RAT_0000366,CUST_000022,TMDB_M_1865,4,2025-04-10
RAT_0000367,CUST_000022,TMDB_M_246,1,2025-07-31
RAT_0000368,CUST_000022,TMDB_M_293660,5,2025-04-12
RAT_0000369,CUST_000022,TMDB_M_383498,3,2025-05-16
RAT_0000370,CUST_000022,TMDB_M_62201,1,2025-07-24
RAT_0000371,CUST_000022,TMDB_M_672,4,2025-06-20
RAT_0000372,CUST_000022,TMDB_M_76341,1,2025-08-27
RAT_0000373,CUST_000022,TMDB_M_8966,1,2025-07-01
RAT_0000374,CUST_000022,TMDB_M_967941,4,2025-08-07
RAT_0000375,CUST_000022,TMDB_T_2661,4,2025-06-21
RAT_0000376,CUST_000022,TMDB_T_45789,2,2025-08-11
RAT_0000377,CUST_000022,TMDB_T_71790,2,2025-06-24
RAT_0000378,CUST_000023,TMDB_M_1168190,3,2026-04-03
RAT_0000379,CUST_000023,TMDB_M_1367642,4,2026-03-30
RAT_0000380,CUST_000023,TMDB_M_1523145,3,2026-04-09
RAT_0000381,CUST_000023,TMDB_M_1650558,4,2026-04-10
RAT_0000382,CUST_000023,TMDB_M_280,1,2026-02-24
RAT_0000383,CUST_000023,TMDB_M_62201,3,2026-03-29
RAT_0000384,CUST_000023,TMDB_M_679,3,2026-03-24
RAT_0000385,CUST_000023,TMDB_M_798645,4,2026-03-01
RAT_0000386,CUST_000023,TMDB_T_2224,4,2026-03-17
RAT_0000387,CUST_000023,TMDB_T_291,4,2026-04-11
RAT_0000388,CUST_000023,TMDB_T_72517,4,2026-04-04
RAT_0000389,CUST_000023,TMDB_T_94722,4,2026-04-05
RAT_0000390,CUST_000024,TMDB_M_1110034,2,2025-06-23
RAT_0000391,CUST_000024,TMDB_M_1193501,3,2024-12-30
RAT_0000392,CUST_000024,TMDB_M_1284120,2,2025-06-28
RAT_0000393,CUST_000024,TMDB_M_1284460,2,2025-04-16
RAT_0000394,CUST_000024,TMDB_M_1426297,3,2025-02-21
RAT_0000395,CUST_000024,TMDB_M_1470130,3,2025-03-10
RAT_0000396,CUST_000024,TMDB_M_1641319,2,2025-05-28
RAT_0000397,CUST_000024,TMDB_M_1646142,1,2025-06-05
RAT_0000398,CUST_000024,TMDB_M_346364,3,2024-12-01
RAT_0000399,CUST_000024,TMDB_M_502356,4,2025-06-05
RAT_0000400,CUST_000024,TMDB_M_7451,3,2025-05-19
RAT_0000401,CUST_000024,TMDB_M_999136,3,2025-05-05
RAT_0000402,CUST_000024,TMDB_T_1398,3,2025-04-20
RAT_0000403,CUST_000024,TMDB_T_1973,3,2025-02-08
RAT_0000404,CUST_000024,TMDB_T_2661,3,2025-05-10
RAT_0000405,CUST_000024,TMDB_T_67460,2,2025-05-31
RAT_0000406,CUST_000025,TMDB_M_1192548,5,2026-03-25
RAT_0000407,CUST_000025,TMDB_M_273477,5,2026-03-28
RAT_0000408,CUST_000026,TMDB_M_1363123,3,2026-02-26
